"KUNDNR";"LEISTUNG";"PREIS";"PREISMTL";"TEXT";"BERECHNEN";"GELOESCHT";"ABRECH";"ARTNR";"DATUM";"NRECHNUNG";"FREI1";"FREI2";"FREI3";"ANZAHL";"IDWDIENSTE";"KUNDENNR2";"KUNDENNAME";"KUNDENNAME2";"ANSPRECHPARTNER";"PLZ";"ORT";"STRASSE";"ANREDE";"PROJEKTTEXT"
"1159";"Bannerklicks";80;;"1.000 Klicks auf www.swingerclubs.deZiel-URL: http://www.adult-find.de";"";"";"E";"";"12.05.2003";"";"12.05.2003";"";"";1;"775014";"";"";"";"";"";"";"";"";""
"1162";"Abwicklung Domain joachimraaf.de";20;;"Registrierung joachimraff.deEinrichtung Server www.joachimraaf.deLöschung Server www.joachimraaf.deLöschung joachimraaf.degem. E-mail vom 07.04.2003";"";"";"E";"";"07.04.2003";"";"13.06.2003";"";"";1;"952912";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";320,16;;"Provisionsabrechnunglt. Anlage";"";"";"E";"";"02.05.2003";"";"19.05.2003";"";"";1;"802612";"";"";"";"";"";"";"";"";""
"1065";".ch Nameservice + Abwicklung";8;;"Domain: makro-media-shop.ch";"";"";"E";"0010";"24.05.2003";"";"12.06.2003";"";"";1;"812013";"";"";"";"";"";"";"";"";""
"1065";".at Nameservice + Abwicklung";8;;"Domain: makro-media-shop.at";"";"";"E";"0012";"24.05.2003";"";"12.06.2003";"";"";1;"822113";"";"";"";"";"";"";"";"";""
"1065";".li Nameservice + Abwicklung";6;;"Domain: witch.li";"";"";"G";"DNS-LI";"24.05.2003";"";"12.06.2003";"";"";1;"832113";"";"";"";"";"";"";"";"";""
"1022";"Konfigurationsstunde";30;;"Einrichtung und Konfiguration Filearea auf www.hwt-entertainment.de";"";"";"E";"";"15.05.2003";"";"27.05.2003";"";"";3;"843116";"";"";"";"";"";"";"";"";""
"1022";"Servicearea Filedownload www.hwt-entertainment.de";10;;"";"";"";"J";"";"15.05.2003";"15.06.2005";"";"";"";1;"853316";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfiguration Spamfilter";184,5;;"Mai 2003: insgesamt 226 Filter + 1 Massenupdate zu 273 FilterArbeitszeit je Filter: 90 Sekunden1 Massenupdate = 90 Minuten226 * 90 Sekunden= 20.340 Sekunden= 339 Minuten           | + 90 Minuten Massenupdate= 429 Minuten           | - 60 Minuten Freiservice= 369 Minuten= 6, 15 Stunden        | * 30 Euro= 184,50 Euro";"";"";"E";"";"31.05.2003";"";"01.07.2003";"";"";1;"99715";"";"";"";"";"";"";"";"";""
"1065";".ch Nameservice und Abwicklung";6;;"Domain versand-apo.ch";"";"";"G";"DNS-CH";"26.04.2005";"01.05.2007";"";"";"";1;"732303317";"";"";"";"";"";"";"";"";""
"1343";"Webentwicklung / Design";1225;;"Design und Umsetzung der neuen haddaway.deImplementierung des CMS-SystemsGrafikbearbeitungErstellung des Flashheaders inkl. NavigationErstellung einer NonflashnavigationUmbau des Newslettersystems inkl. Neuerstellung der StatusseitenEinbau neuer Bildergalerie mit ÜbersichtsseiteEinbau und Konfiguration eines serverseitgen MP3-FlashplayersRechnungsendbetrag fällig in 3 Raten15.06.05   470,00 Euro15.07.05   470,00 Euro15.08.05   481,00 Euro";"";"";"E";"WEB";"31.05.2005";"";"01.06.2005";"";"";1;"780514014";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkostenpauschale";75;;"Anfahrten am:12.05.2003";"";"";"E";"";"31.05.2003";"";"03.06.2003";"";"";1;"913914";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";10,8;;"Bestellung Stefanie Blech v. 10.09.04";"";"";"E";"PP-E";"10.09.2004";"";"15.10.2004";"";"";1;"483483811";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";9,8;;"Bestellung Anita Binderberger v. 15.09.04";"";"";"E";"PP-E";"15.09.2004";"";"15.10.2004";"";"";1;"48449811";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"Gesamt Transfervolumen November 048763 MB";"";"";"E";"TRAF-M";"30.11.2004";"";"01.12.2004";"";"";8;"53113911";"";"";"";"";"";"";"";"";""
"1252";"Partnerprovision";15,5;;"Bestellung Pommois, Chrisitan v. 01.01.05";"";"";"E";"PP-E";"01.01.2005";"";"08.02.2005";"";"";1;"637594714";"";"";"";"";"";"";"";"";""
"1368";"Nachnahmezuschlag Versand Inland";2,5862;;"";"";"";"E";"PG-VN";"03.10.2005";"";"03.11.2005";"";"";1;"871122012";"";"";"";"";"";"";"";"";""
"1014";"Recherche E-Mailproblem";5;;"Recherche E-Mail von1019x176@arcor.de";"";"";"E";"RECH-M";"28.02.2006";"";"01.03.2006";"";"";1;"95944214";"";"";"";"";"";"";"";"";""
"1235";"Partnerprovision";103,37;;"";"";"";"E";"PP-E";"19.01.2007";"";"19.01.2007";"";"";1;"1110485215";"";"";"";"";"";"";"";"";""
"1243";"zusätzliche MySQL Datenbank";2;;"MySQL Datenbank zu www.kinderboutique-mohrbach.de";"";"";"J";"MYSQL";"01.11.2004";"01.05.2007";"";"";"";1;"505454314";"";"";"";"";"";"";"";"";""
"1424";"Webentwicklung / Design";550;;"Erstellung Projekt www.seimetz-rechtanwaete.deInstallation Content-Management-System inklusive DatenbankAnfertigen mehrerer LayoutentwürfeUmsetzung der Grafikarbeiten und Anpassung des gewählten Layouts für CMS-SystemWeitere Anpassungen des Layouts im Kopfbereich der SeiteVorbereitung des System zur späteren Einbindung eines Newssystems";"";"";"E";"WEB";"30.03.2007";"";"30.03.2007";"";"";1;"1095321215";"";"";"";"";"";"";"";"";""
"1354";".ch Nameservice und Abwicklung";3;;"Domain winterferienhaus.ch";"";"";"G";"DNS-CH";"21.02.2006";"27.02.2008";"";"";"";1;"95725112";"";"";"";"";"";"";"";"";""
"1368";"Versand Inland";2,5862;;"";"";"";"E";"PG-V";"03.10.2005";"";"03.11.2005";"";"";1;"872123412";"";"";"";"";"";"";"";"";""
"1369";"Swinger 2000";66;;"";"";"";"E";"";"26.10.2005";"";"03.11.2005";"";"";1;"873184413";"";"";"";"";"";"";"";"";""
"1034";"Programmierstunde";30;;"Aufteilung der Stunden:12.05.2003   9,00 Stunden15.05.2003   3,50 Stunden16.05.2003   7,25 Stunden19.05.2003   1,25 Stunden20.05.2003   5,75 Stunden21.05.2003   4,75 Stunden22.05.2003   6,25 Stunden26.05.2003   6,25 Stunden27.05.2003   4,50 Stunden28.05.2003   4,00 Stunden";"";"";"E";"";"31.05.2003";"";"03.06.2003";"";"";52,5;"924014";"";"";"";"";"";"";"";"";""
"1390";"Kopierpapier Printus";3,49;;"";"";"";"E";"";"02.04.2007";"02.04.2007";"";"";"";5;"109629216";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung lt. Anlage";284,58;;"Provisionsabrechnung 02.05.03 - 15.05.2003";"";"";"E";"";"30.05.2003";"";"11.06.2003";"";"";1;"94115";"";"";"";"";"";"";"";"";""
"1073";"Programmierung Bildergalerie";240;;"Programmierung der Bildergalerie auf www.gesundehunde.com gem. Angebot und Leistungsbeschreibung vom 13.09.2002 ";"";"";"E";"";"18.06.2003";"";"26.06.2003";"";"";1;"962614";"";"";"";"";"";"";"";"";""
"1006";"Hosting www.kia-mainz.de";6,47;;"Anteilig 10.06.03 bis 30.06.03 = 20 Tage";"";"";"E";"";"10.06.2003";"";"30.06.2003";"";"";1;"982313";"";"";"";"";"";"";"";"";""
"1123";"Provision lt. Anlage";116,63;;"Provisionsabrechnung 16.05.2003 bis 29.05.2003";"";"";"E";"";"18.06.2003";"";"18.06.2003";"";"";1;"974614";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkosten";75;;"Fahrtkosten am12.08.0319.08.03";"";"";"E";"";"31.08.2003";"";"30.08.2003";"";"";2;"151313";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfiguration Spamfilter";342,9;;"Juni 2003: insgesamt 497 Filter497 * 90 Sekunden= 44.730 Sekunden= 746 Minuten            | - 60 Minuten Freiservice= 686 Minuten= 11,43 Stunden        | * 30 Euro/Std.= 342,90 Euro";"";"";"E";"";"30.06.2003";"";"01.07.2003";"";"";1;"1005815";"";"";"";"";"";"";"";"";""
"1040";"Webdesign";680;;"Layout/Design/Erstellung www.voices-allstars.de";"";"";"E";"";"03.07.2003";"";"03.07.2003";"";"";1;"1014614";"";"";"";"";"";"";"";"";""
"1183";"Partnerprovision";21,51;;"";"";"";"E";"PP-E";"29.06.2004";"";"29.06.2004";"";"";1;"3573811";"";"";"";"";"";"";"";"";""
"1235";"Partnerprovision";81,99;;"";"";"";"E";"PP-E";"31.10.2006";"";"31.10.2006";"";"";1;"1064264016";"";"";"";"";"";"";"";"";""
"1174";"Partnerprovision";34,02;;"";"";"";"E";"PP-E";"29.06.2004";"";"29.06.2004";"";"";1;"3584311";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"E-Mailtraffic Juni 2004";"";"";"E";"TRAF-M";"30.06.2004";"";"02.07.2004";"";"";7;"3601110";"";"";"";"";"";"";"";"";""
"1194";"Internettraffic über Pauschale";0,55;;"Traffic über Monatskontingent24.01.06 bis 23.02.2006";"";"";"E";"TRAF-W";"27.04.2006";"";"27.04.2006";"";"";46,11;"101695015";"";"";"";"";"";"";"";"";""
"1194";"Internettraffic über Pauschale";0,55;;"Traffic über Monatskontingent24.12.2005 bis 23.01.2006";"";"";"E";"TRAF-W";"27.04.2006";"";"27.04.2006";"";"";26,63;"1017111615";"";"";"";"";"";"";"";"";""
"1194";"Internettraffic über Pauschale";0,55;;"Traffic über Monatskontingent25.11.2005 bis 23.12.2005";"";"";"E";"TRAF-W";"27.04.2006";"";"27.04.2006";"";"";13,1;"1018115615";"";"";"";"";"";"";"";"";""
"1034";"Programmierstunden";30;;"Datum                      Dauer04.08.2003              3,25 h05.08.2003              8,00 h06.08.2003              7,00 h07.08.2003              7,25 h11.08.2003              4,50 h12.08.2003              5,75 h13.08.2003              7,50 h15.08.2003              4,00 h18.08.2003              8,25 h19.08.2003              5,00 h20.08.2003              4,50 h21.08.2003              7,75 h22.08.2003              8,00 h26.08.2003              7,50 h27.08.2003              6,75 h28.08.2003              8,00 h29.08.2003              7,00 h                            110,00 h";"";"";"E";"";"31.08.2003";"";"30.08.2003";"";"";110;"152313";"";"";"";"";"";"";"";"";""
"1028";"Einrichtung dedizierte Servermaschine";380;;"";"";"";"E";"SET-SD";"01.03.2005";"";"02.03.2005";"";"";1;"675294913";"";"";"";"";"";"";"";"";""
"1166";"HighEnd S-VHS-Kabel, Stecker-Stecker vergoldet, 5m";12,84;;"";"";"";"E";"";"05.07.2003";"";"05.07.2003";"";"";1;"1031116";"";"";"";"";"";"";"";"";""
"1167";"HighEnd Scart Kabel, Stecker-Stecker vergoldet, 2m";8,53;;"";"";"";"E";"";"05.07.2003";"";"05.07.2003";"";"";1;"1064916";"";"";"";"";"";"";"";"";""
"1015";"Weiterbelastung Rücklastschrift";3;;"Rücklastschrift vom 09.01.2003";"";"";"E";"LAS";"07.07.2003";"";"07.07.2003";"";"";1;"1072315";"";"";"";"";"";"";"";"";""
"1166";"Optisches Audio-Kabel HighEnd, TOSlink ";8,53;;"";"";"";"E";"";"05.07.2003";"";"05.07.2003";"";"";1;"1041316";"";"";"";"";"";"";"";"";""
"1166";"MultiMedia 3,5 Klinke auf 2xCinch, 5m";6,81;;"";"";"";"E";"";"05.07.2003";"";"05.07.2003";"";"";1;"1051416";"";"";"";"";"";"";"";"";""
"1164";"Weiterbelastung Rücklastschrift";6;;"";"";"";"E";"LAS";"04.07.2003";"";"09.07.2003";"";"";1;"1085711";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP141771";2376,07;;"Buchungsmonat Januar 2003";"";"";"E";"";"15.01.2003";"";"12.07.2003";"";"";1;"1094319";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP145433";3149,0258;;"Buchungsmonat Februar 2003";"";"";"E";"";"19.02.2003";"";"14.07.2003";"";"";1;"110411";"";"";"";"";"";"";"";"";""
"1171";"Provision lt. Anlage";310,34;;"";"";"";"E";"";"16.01.2003";"";"14.07.2003";"";"";1;"1144118";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP148393";3335,31;;"Buchungsmonat März 2003";"";"";"E";"";"19.03.2003";"";"14.07.2003";"";"";1;"1115215";"";"";"";"";"";"";"";"";""
"1123";"Provision lt. Anlage";170,96;;"Provisionsabrechnung 21.03.2003 - 03.04.2003";"";"";"E";"";"18.04.2003";"";"14.07.2003";"";"";1;"1121518";"";"";"";"";"";"";"";"";""
"1123";"Provision lt. Anlage";196,18;;"Provisionsabrechnung 13.06.2003 - 26.06.2003";"";"";"E";"";"11.07.2003";"";"14.07.2003";"";"";1;"1131818";"";"";"";"";"";"";"";"";""
"1171";"Provision lt. Anlage";403,43;;"";"";"";"E";"";"13.02.2003";"";"14.07.2003";"";"";1;"115419";"";"";"";"";"";"";"";"";""
"1171";"Provision lt. Anlage";403,38;;"";"";"";"E";"";"12.03.2003";"";"14.07.2003";"";"";1;"1161619";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP150132";2103,645;;"Buchungsmonat März 2003";"";"";"E";"";"02.04.2003";"";"15.07.2003";"";"";1;"117013";"";"";"";"";"";"";"";"";""
"1171";"Provision lt. Anlage";307,77;;"";"";"";"E";"";"14.04.2003";"";"15.07.2003";"";"";1;"1213220";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP152842";182,3;;"Buchungsmonat April 2003";"";"";"E";"";"30.04.2003";"";"15.07.2003";"";"";1;"1184415";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP155314";3429,45;;"Buchungsmonat März 2003";"";"";"E";"";"21.05.2003";"";"15.07.2003";"";"";1;"1191618";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP158595";4838,07;;"Buchungsmonat April 2003";"";"";"E";"";"18.06.2003";"";"15.07.2003";"";"";1;"1205919";"";"";"";"";"";"";"";"";""
"1171";"Provision lt. Anlage";468,945;;"";"";"";"E";"";"22.05.2003";"";"15.07.2003";"";"";1;"1224420";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP161571";3392,47;;"";"";"";"E";"";"16.07.2003";"";"17.07.2003";"";"";1;"1231414";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkostenpauschale";75;;"Fahrtkosten am12.06.200318.06.2003";"";"";"E";"";"17.07.2003";"";"17.07.2003";"";"";2;"1243414";"";"";"";"";"";"";"";"";""
"1034";"Programmierstunde";30;;"Aufteilung der Programmierstunden:12.06.2003  8,00 Stunden13.06.2003  5,50 Stunden18.06.2003  7,00 Stunden";"";"";"E";"";"17.07.2003";"";"17.07.2003";"";"";20,5;"1253514";"";"";"";"";"";"";"";"";""
"1103";"Verkaufsprovision";246,155;;"Provisionen lt. Abrechnung";"";"";"E";"";"18.07.2003";"";"18.07.2003";"";"";1;"1264414";"";"";"";"";"";"";"";"";""
"1085";"Recherche Keywords";45;;"Recherchearbeiten KeywordsAufwand 1,5 Stunden";"";"";"E";"";"19.07.2003";"";"19.07.2003";"";"";1;"1272717";"";"";"";"";"";"";"";"";""
"1174";"Abrechnung Mai 2003";42,95;;"Gutschrift Nr. 614";"";"";"E";"";"26.06.2003";"";"21.07.2003";"";"";1;"1304415";"";"";"";"";"";"";"";"";""
"1160";"Profisellergutschrift";2,13;;"Gutschrift Nr. 19596179";"";"";"E";"";"12.07.2003";"";"21.07.2003";"";"";1;"1285511";"";"";"";"";"";"";"";"";""
"1160";"Profisellergutschrift";53,88;;"Gutschrift Nr. 19623068";"";"";"E";"";"19.07.2003";"";"21.07.2003";"";"";1;"1295711";"";"";"";"";"";"";"";"";""
"1171";"Abrechnung lt. Anlage";215,515;;"";"";"";"E";"";"15.07.2003";"";"24.07.2003";"";"";1;"1342513";"";"";"";"";"";"";"";"";""
"1174";"Abrechnung Juni 2003";29,09;;"Gutschrift Nr. 701";"";"";"E";"";"21.07.2003";"";"21.07.2003";"";"";1;"133116";"";"";"";"";"";"";"";"";""
"1174";"Abrechnung April 2003";29,51;;"Gutschrift Nr. 521";"";"";"E";"";"26.06.2003";"";"21.07.2003";"";"";1;"1314515";"";"";"";"";"";"";"";"";""
"1174";"Erstattung Bankgebühr Auslandsüberweisung";-3;;"";"";"";"E";"";"26.06.2003";"";"21.07.2003";"";"";1;"1324615";"";"";"";"";"";"";"";"";""
"1171";"Gutschrift lt. Abrechnung";455,14;;"";"";"";"E";"";"16.06.2003";"";"02.10.2003";"";"";1;"1353914";"";"";"";"";"";"";"";"";""
"1075";"Webentwicklung / Design";995;;"Programmier- und Entwicklungsarbeiten www.sggt-wh.de- Umbauarbeiten der Navigation, Erstellung zusätzlicher Eingabefelder- Erstellung Newssystem mit 3 Kategorien und Anzeige auf der Startseite- Einbau eines erweiterten HTML-Editors mit Uploadfunktion- Erweiterung Texteingabemöglichkeiten bei den Produktlisten- Erstellung der zusätzlich benötigten SeitenArbeiten ausgeführt im November und Dezember 2006";"";"";"E";"WEB";"14.12.2006";"";"14.12.2006";"";"";1;"1091142014";"";"";"";"";"";"";"";"";""
"1075";"Update/Änderungen www.sggt-wh.de";220;;"1.) Einbau und Verlinkung der AGB in allen 3 Sprachen2.) Einbau einer zusätzlichen Navigation im unteren Bereich der Seite zur Optimierung der Suchmaschinenfreundlichkeit3.) Änderung der Grafiken für Kontakt in den deutschsprachigen Seiten4.) Ergänzung des Portraits in 3 Sprachen5.) Alle Grafiken wurden zusätzlich mit einem alternativen Text versehen. Dies dient ebenfalls der Optimierung für Suchmaschinen.6.) Link zur www.sggt.de in der Rubrik Links hinzugefügt7.) Ergänzung bzw. Änderung der Keywords gemäß der zugesandten Excelliste.";"";"";"E";"";"31.07.2003";"";"31.07.2003";"";"";1;"1361413";"";"";"";"";"";"";"";"";""
"1072";"MOBO K7VTA3";59,73;;"MOTA ECS K7VTA3 MMS 5.0";"";"";"E";"";"31.07.2003";"";"01.08.2003";"";"";1;"1402315";"";"";"";"";"";"";"";"";""
"1123";"Abrechnung lt. Anlage";166,29;;"Provisionsabrechnung Periode 27.06.2003 - 10.07.2003";"";"";"E";"";"25.07.2003";"";"31.07.2003";"";"";1;"1375714";"";"";"";"";"";"";"";"";""
"1034";"Programmierstunde";30;;"Aufteilung der Stunden22.07.2003  8,50 h23.07.2003  5,50 h24.07.2003  8,50 h25.07.2003  7,50 h28.07.2003  8,25 h29.07.2003  7,75 h31.07.2003  6,00 h";"";"";"E";"";"31.07.2003";"";"01.08.2003";"";"";52;"1384713";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkosten";75;;"Anfahrten am:22.07.200323.07.200331.07.2003";"";"";"E";"";"31.07.2003";"";"01.08.2003";"";"";3;"1395213";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";156,37;;"";"";"";"E";"";"02.07.2003";"";"11.08.2003";"";"";1;"1421715";"";"";"";"";"";"";"";"";""
"1014";"E-Mailfilter";185,4;;"287 * 90 Sekunden=    25.830 Sekunden=       431 Minuten     | - 60 Minuten (Service inklusive)=       371 Minuten=      6,18 Stunden     | * 30,00 Euro / Stunde=    185,40 Euro";"";"";"E";"";"31.07.2003";"";"01.08.2003";"";"";1;"141917";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP161571";3392,47;;"";"";"";"E";"";"16.07.2003";"";"11.08.2003";"";"";1;"1434515";"";"";"";"";"";"";"";"";""
"1008";"Seitenupdate";80;;"Update www.sggt.deIntegration AGB der SGGT Maschinen- und Anlagenbau GmbH & Co. KG";"";"";"E";"";"18.08.2003";"";"28.08.2003";"";"";1;"1445017";"";"";"";"";"";"";"";"";""
"1074";"Nachberechnung Servertraffic";5;;"Nachberechnung Servertraffic IP Adresse 212.227.110.52Jul 02  2.262,89   MBAug 02  4.141,13   MBSep 02  4.749,59   MBOkt 02  5.788,67   MBNov 02  4.798,09   MBDez 02  5.347,38   MBJan 03  5.224,05   MBFeb 03  4.256,03   MBMrz 03  3.542,15   MBSumme  40.109,98   MBSumme      39,17   GB";"";"";"E";"";"18.08.2003";"";"18.08.2003";"";"";39;"1451618";"";"";"";"";"";"";"";"";""
"1249";"Arbeitsstunde Technik";40;;"Prgrammierung Browsererkennung, Referrercheckip-adress.com";"";"";"E";"STD-T";"04.04.2007";"";"04.04.2007";"";"";1;"1097493715";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung lt. Anlage";168,83;;"Provisionsabrechnung Periode 11.07.03 - 24.07.03";"";"";"E";"";"08.08.2003";"";"28.08.2003";"";"";1;"1461812";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung lt. Anlage";128,75;;"Provisionsabrechnung Periode 25.07.03 - 07.08.03";"";"";"E";"";"22.08.2003";"";"28.08.2003";"";"";1;"1472312";"";"";"";"";"";"";"";"";""
"1022";"Update www.haddaway.de";420;;"Update und Ergänzung von FlashelementenEinbau redaktionelles System";"";"";"E";"";"28.08.2003";"";"28.08.2003";"";"";1;"1494018";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfiguration Spamfilter";95,7;;"August 2003 150 Filter editiert150 Filter   | * 90 sec / Filter=    13.500 sec     | : 60 sec / min=       225 min        | - 60 min (Service inklusive)=       165 min        | : 60 min / h=      2,75 h           | * 30,00 Euro / h=     82,50 Euro     | * 1,16 (MwSt.)--------------------=     95,70 Euro";"";"";"E";"";"28.08.2003";"";"29.08.2003";"";"";1;"1502210";"";"";"";"";"";"";"";"";""
"1034";"Programmierstunde";30;;"Datum         Stunden02.09.03      5,0003.09.03      6,0009.09.03      5,0011.09.03      7,5012.09.03      6,2515.09.03      4,5017.09.03      6,0021.09.03      3,7522.09.03      8,0023.09.03      3,5024.09.03      6,5025.09.03      6,5029.09.03      8,7530.09.03      7,75Gesamt      84,00";"";"";"E";"";"30.09.2003";"";"01.10.2003";"";"";84;"1672918";"";"";"";"";"";"";"";"";""
"1034";"Fahrtkosten";75;;"Fahrtkosten am02.09.0315.09.0324.09.03";"";"";"E";"";"30.09.2003";"";"01.10.2003";"";"";3;"1683318";"";"";"";"";"";"";"";"";""
"1186";"Layout- und Umsetzung www.visit-sexcam.de";250;;"Entwurfsphase (veranschlagt mit 100 Euro)- Erstellung von 4 Layoutvorschlägen- Erstellen eines neuen Logos- Bildbearbeitung der im Layout verwendeten BilderReinzeichnungsphase (veranschlagt mit 100 Euro)- Korrekturen der Entwürfe nach Kundenvorgaben- Reinzeichnen des vom Kunden gelieferten Logos- Reinzeichnen des vom Kunden ausgewählen LayoutvorschlagsUmsetzungsphase (veranschlagt mit 50 Euro)- weboptimierte Umsetzung des Layouts- Bereitstellung der weboptimierten BildinformationenDie Konzeption/Layouts sind urheberrechtlich geschützt.Die Vergütungen beziehen sich auf den Gültigkeitsbereich des WWW und sind von unbeschränkter Dauer.";"";"";"E";"";"21.10.2003";"";"21.10.2003";"";"";1;"182611";"";"";"";"";"";"";"";"";""
"1249";"Arbeitsstunde Technik";40;;"Arbeiten ip-adress.comTop 200 IP AdressenFehlertracker für falsch eingegebene IPsAnzeigenänderungUnterscheidung zw. eigener und abgefragter IPUnterscheidung IP-Lookup und Host-Lookup";"";"";"E";"STD-T";"11.04.2007";"11.04.2007";"";"";"";2,75;"1099221612";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"E-Mailtraffic auf 212.227.110.178 im August 2003, insgesamt 18.998,45 MB18.998,45 MB / 1024= 18,55 GB";"";"";"E";"";"31.08.2003";"";"09.09.2003";"";"";18;"1561315";"";"";"";"";"";"";"";"";""
"1171";"Provision lt. Abrechnung";357,74;;"";"";"";"E";"";"18.08.2003";"";"02.10.2003";"";"";1;"1694017";"";"";"";"";"";"";"";"";""
"1168";"Abrechnung EP165664";3923,36;;"Buchungsmonat 08/03";"";"";"E";"";"20.08.2003";"";"02.10.2003";"";"";1;"170118";"";"";"";"";"";"";"";"";""
"1179";"Netgear Web-Safe xDSL Router RP114GR";77,59;;"";"";"";"E";"";"11.09.2003";"";"11.09.2003";"";"";1;"1572115";"";"";"";"";"";"";"";"";""
"1181";"Kabel Fröhlich & Walter";22,34;;"";"";"";"E";"";"19.09.2003";"";"19.09.2003";"";"";1;"1625213";"";"";"";"";"";"";"";"";""
"1103";"Verkaufsprovision";468,17;;"Lt. Abrechnung vom 15.09.2003RN GRE0002117";"";"";"E";"";"15.09.2003";"";"22.09.2003";"";"";1;"1634513";"";"";"";"";"";"";"";"";""
"1179";"Netgear Fast Ethernet PCI Adapter FA311";17,24;;"";"";"";"E";"";"11.09.2003";"";"11.09.2003";"";"";1;"1582315";"";"";"";"";"";"";"";"";""
"1179";"Devolo MicroLink dLAN, Ethernet/Ethernet";198,28;;"";"";"";"E";"";"11.09.2003";"";"11.09.2003";"";"";1;"1592315";"";"";"";"";"";"";"";"";""
"1179";"Installation Netzwerk, Re-Installation WindowsXP";60,34;;"";"";"";"E";"";"11.09.2003";"";"11.09.2003";"";"";1;"1602415";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";126,66;;"Provision lt. beiliegender AbrechnungZeitraum 22.08.03 - 04.09.2003";"";"";"E";"";"24.09.2003";"";"24.09.2003";"";"";1;"1645118";"";"";"";"";"";"";"";"";""
"1020";"Hostingpauschale";4,57;;"Hostingpauschale www.celle-alvern.de03.09.2003 - 30.09.2003LeistungsumfangFestplattenspeicher 10 MB5 POP3 Postfächer2500 MB monatl. DatentransferFTP-ZugangWebMail";"";"";"E";"";"03.09.2003";"";"25.09.2003";"";"";1;"1615013";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfiguration Spamfilter";207;;"September 2003: 316 Filter editiertArbeitszeit: 90 Sekunden je Filter     316 Filter          | * 90 sec / Filter=    28.440 sec      | : 60 sec / min=       474 min        | - 60 min (Service inklusive)=       414 min        | : 60 min / h=        6,90 h         | * 30,00 Euro / h=    207,00 Euro";"";"";"E";"";"30.09.2003";"";"01.10.2003";"";"";1;"1651418";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"E-Mailtraffic auf 212.227.110.178 im September 2003, insgesamt 12.802,35 MB12.802,35 MB / 1024= 12,50 GB";"";"";"E";"";"30.09.2003";"";"01.10.2003";"";"";1;"1661818";"";"";"";"";"";"";"";"";""
"1014";"E-Mailtraffic über Pauschale";14,9;;"E-Mailtraffic auf 212.227.110.178 Oktober 20032.094,61 MB / 1024= 2,045 GB";"";"";"E";"";"31.10.2003";"";"03.11.2003";"";"";2;"1991914";"";"";"";"";"";"";"";"";""
"1123";"Provisionsabrechnung";88,92;;"Provisionsabrechnung Periode 03.10.2003 - 16.10.2003";"";"";"E";"";"04.11.2003";"";"04.11.2003";"";"";1;"201111";"";"";"";"";"";"";"";"";""
"1174";"Abrechnung Juli 2003";24,37;;"Gutschrift Nr. 802";"";"";"E";"";"20.08.2003";"";"02.10.2003";"";"";1;"1711418";"";"";"";"";"";"";"";"";""
"1183";"Provision lt. Abrechnung";15,92;;"Abrechnung lt. Anlage";"";"";"E";"";"07.08.2003";"";"04.10.2003";"";"";1;"1722714";"";"";"";"";"";"";"";"";""
"1014";"E-Mailkonfiguration Spamfilter Procmail-Rezepte";138;;"Oktober 2003 insgesamt 144 Filter        144 Filter   | * 90 sec / Filter=    12.960 sec      | : 60 sec / min=       216 min      | - 60 min (Service inklusive)=       156 min      | + 120 min Konfigurationsarbeiten Autoresponder info@planetwin.de=       276 min      | : 60 min / h=      4,60 h        | * 30,00 Euro / h=    138,00 Euro";"";"";"E";"";"31.10.2003";"";"03.11.2003";"";"";1;"2004214";"";"";"";"";"";"";"";"";""
